company,region,houses_count,points,satisfaction_level,reliability_level,violations_level,global_id
«УПРАВЛЯЮЩАЯ КОМПАНИЯ МУНИЦИПАЛЬНОГО РАЙОНА «СОКОЛИНАЯ ГОРА»,Восточный ,164,79.93,102.24,50.0,97.33,2387463734
«УК «МИР МИТИНО»,Северо-Западный ,5,79.93,99.83,50.0,99.76,2387463735
УК «НОВАЯ ЗВЕЗДА»,"[Новомосковский , Троицкий ]",8,79.93,100.0,50.0,99.57,2387463736
«АЛЬТЕРНАТИВНЫЕ СИСТЕМЫ ДЕЛЮКС»,"[Западный , Северо-Западный , Юго-Восточный ]",3,79.93,100.0,50.0,99.58,2387463737
«РЕСПЕКТ КОМФОРТ»,"[Северо-Восточный , Северо-Западный ]",8,79.92,100.0,80.0,99.4,2387463738
«УК АДМИРАЛ»,"[Новомосковский , Троицкий ]",4,79.91,99.97,38.0,99.62,2387463739
«УПРАВЛЯЮЩАЯ КОМПАНИЯ «ВОСТОЧНЫЙ»,"[Новомосковский , Троицкий ]",1,79.91,100.0,50.0,99.52,2387463740
«ВРЕМЕНА ГОДА»,Северо-Восточный ,1,79.91,100.0,0.0,99.78,2387463741
«УПРАВЛЯЮЩАЯ КОМПАНИЯ ЖИЛИЩНИК СТОЛИЦА»,Южный ,6,79.9,99.9,50.0,99.59,2387463742
«ПИОНЕР-СЕРВИС КОМ»,Северо-Восточный ,1,79.9,100.0,50.0,99.5,2387463743
«НОВЫЕ ЭКСПЛУАТАЦИОННЫЕ ТЕХНОЛОГИИ»,Восточный ,5,79.89,99.28,93.0,99.98,2387463744
«УПРАВЛЯЮЩАЯ КОМПАНИЯ ГОВОРОВО»,"[Новомосковский , Троицкий ]",3,79.89,99.98,50.0,99.5,2387463745
УК «ДОМКОМ-ИЗУМРУД»,"[Новомосковский , Троицкий ]",29,79.89,100.0,94.0,99.26,2387463746
«УПРАВЛЯЮЩАЯ КОМПАНИЯ ДОМАШНИЙ»,Юго-Восточный ,5,79.88,99.56,40.0,99.94,2387463747
«УК АЛЬЯНС»,"[Новомосковский , Троицкий ]",4,79.88,99.95,50.0,99.49,2387463748
«ЭТАЛОН-ПРОГРЕСС»,"[Северный , Центральный ]",2,79.88,100.0,50.0,99.45,2387463749
«ПРЕМЬЕР СИТИ»,Северо-Западный ,1,79.88,102.0,50.0,97.46,2387463750
«СИСТЕМА ПЛЮС»,"[Западный , Южный ]",11,79.87,99.57,50.0,99.84,2387463751
«ГИЛЬДИЯ МАСТЕРОВ»,"[Новомосковский , Троицкий ]",2,79.87,100.0,50.0,99.42,2387463752
«ДИРЕКЦИЯ ПО УПРАВЛЕНИЮ МНОГОКВАРТИРНЫМИ ДОМАМИ»,"[Новомосковский , Троицкий ]",29,79.86,100.0,91.0,99.19,2387463753
«УПРАВЛЯЮЩАЯ КОМПАНИЯ ТЕРМОИНЖСЕРВИС»,"[Новомосковский , Троицкий ]",10,79.86,100.0,50.0,99.41,2387463754
«ИНФАНТА+»,"[Новомосковский , Троицкий ]",24,79.86,104.0,99.0,95.16,2387463755
«МАКС-XXI»,Северный ,32,79.85,102.0,50.0,97.29,2387463756
«НВ-СЕРВИС»,"[Новомосковский , Троицкий ]",108,79.84,100.0,50.0,99.35,2387463757
«УПРАВЛЯЮЩАЯ КОМПАНИЯ «ЖИЛИЩЕ»,"[Северо-Западный , Юго-Восточный ]",14,79.84,99.58,100.0,99.53,2387463758
«ГАРДЕН ПАРК»,"[Новомосковский , Троицкий ]",7,79.84,100.0,50.0,99.36,2387463759
«ОПЕРАТОР ЖКХ»,"[Центральный , Юго-Восточный ]",2,79.84,100.0,68.0,99.26,2387463760
«ЖИЛИЩНИК РАЙОНА ТРОПАРЕВО-НИКУЛИНО»,Западный ,86,79.83,102.0,48.0,97.33,2387463761
УПРАВЛЯЮЩАЯ КОМПАНИЯ «ЮЖНОЕ МЕДВЕДКОВО»,Северо-Восточный ,7,79.83,101.17,0.0,98.41,2387463762
«ЖИЛИЩНИК РАЙОНА ЮЖНОЕ БУТОВО»,Юго-Западный ,379,79.82,100.13,50.0,99.17,2387463763
«УПРАВЛЯЮЩАЯ КОМПАНИЯ «ЛАЙФ-СЕРВИС»,Юго-Западный ,3,79.81,100.0,50.0,99.28,2387463764
«СИТИ ЛИДЕР»,Южный ,13,79.79,99.0,82.0,99.97,2387463765
«ГАРАНТ-РЭСО. ЮГО-ЗАПАД»,"[Западный , Юго-Западный ]",5,79.79,99.26,50.0,99.97,2387463766
«ЖИЛИЩНАЯ УПРАВЛЯЮЩАЯ КОМПАНИЯ»,"[Новомосковский , Троицкий ]",4,79.79,100.0,50.0,99.23,2387463767
«ЖИЛИЩНИК ОБРУЧЕВСКОГО РАЙОНА»,Юго-Западный ,117,79.78,101.0,49.0,98.18,2387463768
«УПРАВЛЯЮЩАЯ КОМПАНИЯ ГЛОБУС»,"[Новомосковский , Троицкий ]",23,79.78,99.89,47.0,99.34,2387463769
«ГАЛЕКС»,Юго-Восточный ,6,79.78,99.27,94.0,99.72,2387463770
«ТРОЙКА-СЕРВИС»,Западный ,1,79.77,100.0,92.0,98.97,2387463771
«УПРАВЛЯЮЩАЯ КОМПАНИЯ «ЖИЛФОНД»,Восточный ,36,79.76,100.8,50.0,98.36,2387463772
«ХАУСМАСТЕР24»,"[Новомосковский , Троицкий ]",9,79.76,99.96,50.0,99.2,2387463773
«УПРАВЛЯЮЩАЯ КОМПАНИЯ «НИКА»,"[Центральный , Юго-Западный ]",3,79.76,100.0,59.0,99.1,2387463774
«ГРАНДСТРОЙПРОЕКТ»,Западный ,1,79.76,106.0,64.0,93.0,2387463775
АКЦИОНЕРНОЕ ОБЩЕСТВО УПРАВЛЯЮЩАЯ КОМПАНИЯ «ПРОДВИЖЕНИЕ»,"[Западный , Южный , Юго-Восточный ]",16,79.75,100.0,100.0,98.87,2387463776
«УПРАВЛЯЮЩАЯ КОМПАНИЯ НОВАЯ ТЕРРИТОРИЯ»,"[Новомосковский , Троицкий ]",19,79.75,104.0,50.0,95.12,2387463777
«УПРАВЛЯЮЩАЯ КОМПАНИЯ РИТЦ СЕРВИС»,Южный ,1,79.74,99.2,50.0,99.9,2387463778
«УК-ИНЖИНИРИНГ»,Северный ,2,79.74,99.7,33.0,99.48,2387463779
«ГАРАНТ»,"[Новомосковский , Троицкий ]",56,79.73,104.0,71.0,94.97,2387463780
«СТРОЙСИТИ»,Центральный ,1,79.73,100.0,83.0,98.91,2387463781
«УПРАВЛЯЮЩАЯ КОМПАНИЯ ТАТЬЯНИН ПАРК»,"[Новомосковский , Троицкий ]",14,79.72,100.0,50.0,99.0,2387463783
«ДИРЕКЦИЯ ПО ЭКСПЛУАТАЦИИ ГОРОДСКИХ КОМПЛЕКСОВ»,Западный ,3,79.72,99.36,100.0,99.43,2387463786
«ЖИЛИЩНИК РАЙОНА ПРОСПЕКТ ВЕРНАДСКОГО»,Западный ,124,79.71,102.68,99.0,96.1,2387463787
«ЖИЛИЩНИК РАЙОНА СВИБЛОВО»,Северо-Восточный ,42,79.71,102.17,48.0,96.86,2387463788
«ПИОНЕР-СЕРВИС МИТИНО-ПАРК»,Северо-Западный ,4,79.71,99.4,50.0,99.63,2387463789
МУНИЦИПАЛЬНОЕ УНИТАРНОЕ ПРЕДПРИЯТИЕ «УПРАВЛЯЮЩАЯ КОМПАНИЯ ЖИЛИЩНО-КОММУНАЛЬНОГО ХОЗЯЙСТВА И БЛАГОУСТРОЙСТВА ПОСЕЛЕНИЯ МОСРЕНТГЕН»,"[Новомосковский , Троицкий ]",8,79.71,108.0,12.0,91.21,2387463790
«УПРАВЛЯЮЩАЯ КОМПАНИЯ ЛИРАХАУЗ 24»,"[Новомосковский , Троицкий ]",1,79.7,100.0,50.0,99.0,2387463791
«ЖИЛИЩНИК РАЙОНА КРЫЛАТСКОЕ»,Западный ,63,79.69,101.48,50.0,97.51,2387463792
«УПРАВЛЯЮЩАЯ КОМПАНИЯ «ОРИОН»,"[Западный , Северный , Новомосковский , Троицкий , Центральный ]",23,79.68,99.27,96.0,99.45,2387463793
«ЦЕНТР СОПРОВОЖДЕНИЯ ПРОГРАММ»,"[Новомосковский , Троицкий ]",54,79.67,100.0,45.0,98.96,2387463794
НЕПУБЛИЧНОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО «ЖИЛИЩНИК НОВОМОСКОВСКИЙ»,"[Новомосковский , Троицкий ]",22,79.66,100.0,0.0,99.15,2387463795
«УПРАВЛЯЮЩАЯ КОМПАНИЯ «ЖИЛСЕРВИС-РОДНИКИ»,"[Новомосковский , Троицкий ]",5,79.64,100.0,50.0,98.86,2387463796
«УПРАВЛЯЮЩАЯ КОМПАНИЯ СИРИУС»,"[Северо-Восточный , Новомосковский , Троицкий ]",6,79.63,99.4,38.0,99.48,2387463797
УПРАВЛЯЮЩАЯ КОМПАНИЯ «СД СЕРВИС»,"[Новомосковский , Троицкий ]",16,79.62,104.0,0.0,95.0,2387463798
«ЖИЛИЩНИК ДМИТРОВСКОГО РАЙОНА»,Северный ,200,79.61,100.65,49.0,98.12,2387463799
«ЖИЛИЩНИК РАЙОНА БИРЮЛЕВО ЗАПАДНОЕ»,Южный ,128,79.57,100.68,50.0,97.99,2387463800
УК «УЮТНЫЙ КВАРТАЛ»,Северо-Западный ,6,79.56,98.82,50.0,99.82,2387463801
«УПРАВЛЯЮЩАЯ КОМПАНИЯ «МАСТЕР ЖКХ»,Юго-Восточный ,29,79.55,98.89,99.0,99.5,2387463802
«ЖИЛИЩНИК РАЙОНА ВОСТОЧНЫЙ»,Восточный ,60,79.55,108.0,48.0,90.61,2387463803
«УПРАВЛЯЮЩАЯ КОМПАНИЯ «СПУТНИК ЛАЙФ»,"[Новомосковский , Троицкий ]",9,79.52,100.0,100.0,98.29,2387463804
«УПРАВЛЯЮЩАЯ КОМПАНИЯ «ОТДЕЛСТРОЙКОНТРАКТ»,Южный ,2,79.51,98.64,50.0,99.9,2387463805
«ЖИЛИЩНИК РАЙОНА СЕВЕРНЫЙ»,Северо-Восточный ,51,79.5,99.94,50.0,98.55,2387463806
«ПЛАТАН»,Центральный ,1,79.5,100.0,50.0,98.49,2387463807
«САМОЛЕТ-СЕРВИС»,"[Новомосковский , Троицкий , Юго-Восточный ]",28,79.48,99.92,49.0,98.53,2387463808
«ВОСТОК-ЮНИОН»,Юго-Восточный ,2,79.48,98.63,50.0,99.82,2387463809
«ЖИЛИЩНИК РАЙОНА МАРЬИНО»,Юго-Восточный ,183,79.45,99.34,72.0,98.91,2387463810
АКЦИОНЕРНОЕ ОБЩЕСТВО «ВК КОМФОРТ»,"[Восточный , Западный , Северный , Северо-Восточный , Новомосковский , Троицкий , Южный , Юго-Восточный , Юго-Западный ]",90,79.45,98.78,50.0,99.58,2387463811
«ЖИЛИЩНИК РАЙОНА НЕКРАСОВКА»,Юго-Восточный ,45,79.45,99.52,50.0,98.86,2387463812
УПРАВЛЯЮЩАЯ КОМПАНИЯ «ЧЕТЫРЕ СОЛНЦА»,"[Новомосковский , Троицкий , Юго-Восточный ]",26,79.45,98.83,89.0,99.35,2387463813
«ЖИЛИЩНИК МОЛЖАНИНОВСКОГО РАЙОНА»,Северный ,11,79.44,100.31,96.0,97.82,2387463814
«УК ВИТЯЗЬ»,"[Западный , Северо-Восточный , Новомосковский , Троицкий , Юго-Восточный ]",35,79.42,98.57,44.0,99.77,2387463815
«СКИФ ИНЖИНИРИНГ»,Центральный ,1,79.42,100.0,50.0,98.29,2387463816
«УПРАВЛЕНИЕ И ЭКСПЛУАТАЦИЯ НЕДВИЖИМОСТИ «ЭТАЛОН»,"[Восточный , Северный , Северо-Восточный , Центральный , Юго-Западный ]",17,79.41,98.53,50.0,99.75,2387463817
«ГРАНЕЛЬЖКХ»,"[Новомосковский , Троицкий ]",5,79.41,100.0,50.0,98.28,2387463818
«БРЕСТРОП»,"[Западный , Северный , Северо-Восточный ]",7,79.4,100.0,0.0,98.49,2387463819
«УПРАВДОМ ТИНАО»,"[Новомосковский , Троицкий ]",24,79.39,100.0,50.0,98.23,2387463820
«ЖИЛИЩНИК РАЙОНА СЕВЕРНОЕ БУТОВО»,Юго-Западный ,50,79.38,100.81,75.0,97.25,2387463821
«УПРАВЛЯЮЩАЯ КОМПАНИЯ «ЕВРОГОРОД»,Северный ,6,79.36,98.41,50.0,99.74,2387463822
ЗАКРЫТОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО «СТРОЙИНВЕСТ»,Центральный ,1,79.36,100.0,0.0,98.41,2387463823
«ДЭЗИС»,"[Северо-Западный , Новомосковский , Троицкий ]",76,79.35,99.93,47.0,98.21,2387463824
«ЖИЛИЩНИК РАЙОНА ЮЖНОПОРТОВЫЙ»,Юго-Восточный ,191,79.32,100.37,50.0,97.67,2387463825
«ЖИЛИЩНИК РАЙОНА ЛЕФОРТОВО»,Юго-Восточный ,237,79.32,100.44,50.0,97.6,2387463826
«СОЛЯРИС»,Юго-Западный ,1,79.32,102.0,0.0,96.31,2387463827
«МД СЕРВИС»,"[Западный , Северо-Восточный ]",2,79.29,97.99,96.0,99.75,2387463828
«ДЕЗ-СТОЛИЦА»,Юго-Восточный ,16,79.28,98.34,91.0,99.4,2387463829
«ЖИЛИЩНИК РАЙОНА ЛЕВОБЕРЕЖНЫЙ»,Северный ,32,79.28,100.53,50.0,97.42,2387463830
«АВЕНТА ИНЖИНИРИНГ»,Юго-Западный ,1,79.26,100.0,50.0,97.9,2387463831
«НАШ ДОМ ПИК-КОМФОРТ»,"[Западный , Зеленоградский , Северо-Восточный , Новомосковский , Троицкий , Юго-Западный ]",22,79.25,98.44,52.0,99.44,2387463832
«ДОМ-СЕРВИС»,"[Новомосковский , Троицкий ]",90,79.25,100.0,97.0,97.65,2387463833
«ЖИЛИЩНИК БЕСКУДНИКОВСКОГО РАЙОНА»,Северный ,135,79.22,98.95,48.0,98.86,2387463834
«СХОДНЕНСКАЯ-1»,Северо-Западный ,5,79.21,100.0,0.0,98.0,2387463835
«УПРАВЛЯЮЩАЯ КОМПАНИЯ РАЙОНА «БЕСКУДНИКОВСКИЙ»,Северный ,28,79.2,99.62,88.0,97.95,2387463836
«УПРАВЛЯЮЩАЯ ОРГАНИЗАЦИЯ МИКРОРАЙОНА «РОДНИКИ»,"[Новомосковский , Троицкий ]",5,79.18,100.0,50.0,97.7,2387463837
«ЭКСПЕРТ-СЕРВИС»,"[Северный , Северо-Восточный , Северо-Западный , Новомосковский , Троицкий ]",21,79.17,98.55,50.0,99.12,2387463838
«АТЛАС»,"[Зеленоградский , Северный , Северо-Восточный , Южный ]",5,79.17,99.83,46.0,97.86,2387463839
ЗАКРЫТОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО «УПРАВЛЯЮЩАЯ КОМПАНИЯ ДИРЕКЦИЯ ЕДИНОГО ЗАКАЗЧИКА КРАСНОСЕЛЬСКОГО РАЙОНА»,Центральный ,3,79.16,101.45,15.0,96.39,2387463840
«ЛАЙФ-БОТАНИЧЕСКИЙ САД»,Северо-Восточный ,1,79.15,100.0,50.0,97.62,2387463841
ГРУППА КОМПАНИЙ «ДОС»,"[Зеленоградский , Юго-Восточный ]",7,79.14,100.0,50.0,97.59,2387463842
«ВСЕ РАБОТАЕТ»,Южный ,1,79.14,100.0,50.0,97.59,2387463843
«ЭКСЖИЛ»,Юго-Восточный ,42,79.0,98.44,89.0,98.79,2387463844
«ВОЛЖСКАЯ-1»,Юго-Восточный ,7,79.0,97.44,50.0,99.98,2387463845
«ЖИЛИЩНИК БАБУШКИНСКОГО РАЙОНА»,Северо-Восточный ,105,79.0,100.27,49.0,97.0,2387463846
«ПРОФСЕРВИС»,Северо-Восточный ,1,79.0,104.0,50.0,93.32,2387463847
«ЖИЛИЩНИК РАЙОНА СЕВЕРНОЕ ИЗМАЙЛОВО»,Восточный ,273,78.95,99.76,74.0,97.25,2387463848
«УПРАВЛЯЮЩАЯ КОМПАНИЯ «СПРУТ»,Южный ,1,78.95,100.0,59.0,97.0,2387463849
«МИТИНО-1»,Северо-Западный ,2,78.94,98.67,50.0,98.44,2387463850
«УПРАВЛЯЮЩАЯ КОМПАНИЯ АРБАТ»,Центральный ,1,78.9,110.0,57.99999999999999,86.96,2387463851
«СЕРВИССТРОЙЭКСПЛУАТАЦИЯ»,Южный ,1,78.86,100.0,0.0,97.15,2387463852
«УК МЕДИАН»,"[Западный , Северный ]",6,78.81,96.77,90.0,99.81,2387463853
УПРАВЛЯЮЩАЯ КОМПАНИЯ «ПЕРСПЕКТИВА»,Юго-Восточный ,6,78.72,97.28,50.0,99.26,2387463854
«ЖИЛИЩНИК РАЙОНА РОСТОКИНО»,Северо-Восточный ,132,78.69,99.92,48.0,96.57,2387463855
«УПРАВЛЯЮЩАЯ КОМПАНИЯ «ЭНЕРГОАУДИТ»,"[Новомосковский , Троицкий ]",6,78.64,104.0,89.0,92.15,2387463856
УПРАВЛЯЮЩАЯ КОМПАНИЯ «АТРИУМ»,"[Новомосковский , Троицкий ]",98,78.61,99.99,48.0,96.29,2387463857
«УПРАВЛЯЮЩАЯ КОМПАНИЯ ЕДИНСТВО»,Юго-Восточный ,9,78.59,96.75,100.0,99.24,2387463858
«УК ОКТЯБРЬ»,Юго-Восточный ,10,78.54,96.51,75.0,99.46,2387463859
«ЖИЛИЩНИК РАЙОНА КУЗЬМИНКИ»,Юго-Восточный ,313,78.4,98.11,49.0,97.65,2387463860
«ЖИЛИЩНИК РАЙОНА ЮЖНОЕ МЕДВЕДКОВО»,Северо-Восточный ,127,78.39,97.97,50.0,97.75,2387463861
«ДОМОПРАВИТЕЛЬ»,"[Новомосковский , Троицкий ]",1,78.38,100.0,0.0,95.94,2387463862
«ЖИЛЦЕНТР»,"[Южный , Юго-Восточный , Юго-Западный ]",23,78.36,96.78,50.0,98.87,2387463863
«УПРАВЛЯЮЩАЯ КОМПАНИЯ «ПРЕИМУЩЕСТВО»,"[Западный , Южный ]",22,78.29,96.4,48.0,99.0,2387463864
«ЖИЛКОМСЕРВИСПЛЮС»,Восточный ,2,78.29,96.18,50.0,99.3,2387463865
УПРАВЛЯЮЩАЯ КОМПАНИЯ «УЮТ»,Зеленоградский ,3,78.22,100.0,50.0,95.29,2387463866
«ЖИЛИЩНИК РАЙОНА АЭРОПОРТ»,Северный ,176,78.18,97.91,50.0,97.29,2387463867
«УК ГРАНД»,Южный ,2,78.12,95.52,0.0,99.78,2387463868
«СТРИВЕР»,"[Новомосковский , Троицкий ]",2,78.12,100.0,50.0,95.0,2387463869
«УПРАВЛЯЮЩАЯ КОМПАНИЯ ИНФОРМАТ»,Северо-Восточный ,17,77.81,94.79,47.0,99.5,2387463870
«УПРАВЛЯЮЩАЯ КОМПАНИЯ ОБЩЕЕ ДЕЛО»,"[Западный , Северный ]",7,77.75,98.0,0.0,96.38,2387463871
«УК СТАНДАРТ КАЧЕСТВА»,Северный ,3,77.43,100.0,0.0,93.57,2387463872
«УПРАВЛЯЮЩАЯ КОМПАНИЯ «СТОЛИЧНИК»,"[Восточный , Южный ]",2,77.29,100.0,0.0,93.23,2387463873
«УПРАВЛЯЮЩАЯ КОМПАНИЯ АЙЭМ»,Центральный ,1,77.0,100.0,50.0,92.28,2387463874
«ЖИЛКОМУПРАВЛЕНИЕ»,"[Новомосковский , Троицкий ]",4,76.91,104.0,91.0,87.82,2387463875
УПРАВЛЯЮЩАЯ КОМПАНИЯ «ЗЕЛСИТИ КОМФОРТ»,Зеленоградский ,1,76.22,91.41,43.0,98.92,2387463876
«КОМПЛЕКСНЫЙ СЕРВИС»,"[Новомосковский , Троицкий ]",26,75.58,100.0,28.999999999999996,88.81,2387463877
«КАХОВКА-АРЕМЭКС»,Западный ,2,75.38,110.0,0.0,78.45,2387463878
«УПРАВЛЯЮЩАЯ КОМПАНИЯ СТРОЙЖИЛПРОФИ»,Западный ,2,75.32,95.67,50.0,92.39,2387463879
«КОММУНАЛЬНЫЙ СЕРВИС»,Западный ,16,75.24,88.23,41.0,99.66,2387463880
«УК РОМОС»,"[Новомосковский , Троицкий ]",2,73.95,102.0,17.0,82.8,2387463881
«БЭСТ СЕРВИС»,Южный ,1,73.44,99.68,50.0,83.68,2387463882
АКЦИОНЕРНОЕ ОБЩЕСТВО «УПРАВЛЯЮЩАЯ КОМПАНИЯ ГОЛЬЯНОВО»,Восточный ,4,73.33,90.0,0.0,93.25,2387463883
«ЛЮКС СЕРВИС»,Северо-Восточный ,1,69.38,100.0,50.0,73.2,2387463884
«ТЕХНИЧЕСКАЯ ЭКСПЛУАТАЦИОННАЯ КОМПАНИЯ - ДОМ»,Северо-Западный ,1,66.11,100.0,0.0,65.28,2387463885
ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ «ЦЕНТРАЛЬНОЕ ЖИЛИЩНО-КОММУНАЛЬНОЕ УПРАВЛЕНИЕ» МИНИСТЕРСТВА ОБОРОНЫ РОССИЙСКОЙ ФЕДЕРАЦИИ,Центральный ,1,46.85,110.0,0.0,7.13,2387463886
«УК РЕМКОМПЛЕКТСТРОЙ»,Восточный ,1,14.28,0.0,0.0,35.7,2387463887
